thisRow.t,notes,Instructions.started,text.started,Continue.started,Instructions.stopped,Continue.keys,trial.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016115624996018596,0.0234434589947341,0.0234434589947341,0.016558375005843118,None,,,895178,001,2024-04-26_11h38.24.585,AGEclssification,2024.1.1,None,2024-04-26 11h38.29.919663 -0400,
,,,,,,,0.0165758749935776,0.01676341700658668,895178,001,2024-04-26_11h38.24.585,AGEclssification,2024.1.1,None,2024-04-26 11h38.29.919663 -0400,
